gesture,filename,hand,lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
B,B_sample_114.jpg,Right,0.49336711,0.88047934,0.00000033,0.60490388,0.78444278,-0.03378689,0.65890437,0.63780510,-0.03886670,0.58000666,0.51681823,-0.04411319,0.47560164,0.51669246,-0.05037570,0.59619844,0.48665297,0.01083660,0.59576851,0.35003239,-0.00236619,0.58586758,0.26784977,-0.02751924,0.57736212,0.19322512,-0.05281771,0.52277184,0.47556439,0.00014862,0.52272308,0.31553102,-0.00857510,0.52115047,0.21715993,-0.03887411,0.51543927,0.13230065,-0.06836793,0.46078300,0.49644411,-0.01756309,0.45268136,0.34501064,-0.03377387,0.45343214,0.25129637,-0.06761082,0.44624865,0.17331126,-0.09472097,0.40291080,0.54282600,-0.04013878,0.39582068,0.41580525,-0.05431257,0.39858270,0.33596706,-0.07022878,0.39826924,0.26585975,-0.08684283
B,B_sample_116.jpg,Right,0.59382868,0.93394542,0.00000087,0.69832575,0.78354037,-0.03979369,0.71364987,0.60972142,-0.05451561,0.56636792,0.51572812,-0.06903813,0.42069358,0.53804475,-0.08866678,0.62885886,0.47036225,-0.01307366,0.58496654,0.30311677,-0.04677121,0.54451925,0.19516721,-0.08377806,0.50791192,0.10446227,-0.11541151,0.52534759,0.48207706,-0.03290219,0.47505271,0.29338360,-0.06092523,0.43481100,0.16825122,-0.10350375,0.40099698,0.06847703,-0.13827057,0.44130582,0.53079259,-0.05996355,0.38521466,0.34481007,-0.09591932,0.35355115,0.22765514,-0.13906969,0.32731527,0.13059768,-0.16908893,0.36218739,0.61202240,-0.09098127,0.32369083,0.47631973,-0.12180859,0.31409746,0.38761878,-0.14073898,0.30842200,0.30677947,-0.15655783
B,B_sample_117.jpg,Right,0.46392640,0.85163784,0.00000053,0.55728829,0.75528479,-0.03311950,0.58459729,0.60122091,-0.03643327,0.51630563,0.50182104,-0.04029940,0.41115311,0.51212162,-0.04507739,0.53500146,0.49558741,0.01404988,0.51737618,0.36672407,-0.00172887,0.49724355,0.28967285,-0.02703021,0.47781119,0.22430387,-0.04959323,0.46555534,0.49731508,0.00481428,0.44837421,0.35633689,-0.00617408,0.43561277,0.26136434,-0.03519366,0.41817626,0.18650159,-0.05996292,0.40415949,0.52606094,-0.01232724,0.38325608,0.39181429,-0.03047413,0.37600344,0.30256760,-0.06480832,0.36552000,0.23229125,-0.08918113,0.34663385,0.57451260,-0.03422527,0.32891962,0.46335188,-0.05075814,0.32656920,0.38971773,-0.06848156,0.32539064,0.32797921,-0.08420496
B,B_sample_12.jpg,Right,0.49946928,0.77473611,0.00000020,0.57704163,0.69939029,-0.03257496,0.61262625,0.59552366,-0.04218746,0.55239373,0.50744259,-0.05097849,0.48217663,0.46610421,-0.06098912,0.59391731,0.49496251,-0.00447978,0.58923006,0.38886732,-0.02671356,0.57256359,0.32123488,-0.05517277,0.55512160,0.26062173,-0.07867533,0.53410172,0.48221496,-0.00940375,0.52566016,0.36624467,-0.02573583,0.51213878,0.28947055,-0.05599265,0.50148547,0.22257075,-0.08229174,0.48156929,0.49655282,-0.01998394,0.46705538,0.38523716,-0.03909984,0.45691764,0.31496611,-0.06687915,0.44753897,0.25275630,-0.08868133,0.42897630,0.53293580,-0.03443982,0.41171104,0.45117867,-0.05233345,0.40251642,0.39769694,-0.06500366,0.39541727,0.34960675,-0.07619596
B,B_sample_122.jpg,Right,0.41961259,0.81945533,0.00000042,0.54027206,0.74569845,-0.03085389,0.60299766,0.60856462,-0.02614819,0.56464779,0.49009490,-0.02008661,0.47618312,0.45715550,-0.01276657,0.59082156,0.51597846,0.02354075,0.61138141,0.38766271,0.01824009,0.61230910,0.30998200,0.00173791,0.61004072,0.24401119,-0.01426577,0.52395523,0.49335450,0.02080520,0.54529852,0.35570002,0.02166321,0.55221099,0.26911041,0.00256253,0.55110049,0.20169747,-0.01507157,0.46015695,0.49738660,0.01058162,0.47338593,0.36646315,0.00287771,0.48523554,0.28865993,-0.02198120,0.48845369,0.22678754,-0.04030788,0.39327577,0.52344292,-0.00425433,0.40019745,0.41870987,-0.01245979,0.40945658,0.35517299,-0.02260628,0.41489348,0.30294833,-0.03225043
B,B_sample_124.jpg,Right,0.50969797,0.73689675,0.00000028,0.58410132,0.68224072,-0.03262170,0.63505089,0.61371273,-0.04322316,0.59803629,0.54632330,-0.05122174,0.53544289,0.53081375,-0.06001637,0.56884849,0.51613557,-0.01210731,0.56088942,0.43943125,-0.03032664,0.54704368,0.39832169,-0.05217824,0.53237331,0.36240354,-0.06916150,0.51327604,0.51141578,-0.01224408,0.50062263,0.42924586,-0.02371657,0.48703247,0.38147739,-0.04475294,0.47307640,0.33998024,-0.06250075,0.46633607,0.52504557,-0.01689037,0.44990090,0.45050615,-0.02880373,0.44162995,0.40667051,-0.04543492,0.43358058,0.36873025,-0.05842691,0.41758299,0.55467457,-0.02521877,0.40351856,0.49400315,-0.03451247,0.40167055,0.45867273,-0.03931174,0.40062949,0.42666686,-0.04370029
B,B_sample_125.jpg,Right,0.49455804,0.89568961,0.00000056,0.63207507,0.83807755,-0.06811959,0.71877456,0.70994937,-0.09524873,0.67633009,0.56725055,-0.11601865,0.62826228,0.47084171,-0.13804537,0.67043006,0.49026489,-0.05636362,0.68853468,0.31176299,-0.10424453,0.69677639,0.20150992,-0.14585881,0.70272684,0.11163190,-0.17583427,0.57780159,0.47114310,-0.05818062,0.59869885,0.27690858,-0.09545868,0.61533564,0.15878949,-0.13377096,0.62551057,0.06728920,-0.16254163,0.49540544,0.49200365,-0.06889333,0.50969064,0.31371588,-0.10795473,0.52880913,0.20579150,-0.13950409,0.54610103,0.11894056,-0.16014424,0.40763813,0.54336351,-0.08630288,0.41312727,0.40296274,-0.12343695,0.42993346,0.31934518,-0.14136516,0.44931769,0.24412411,-0.15206933
B,B_sample_126.jpg,Right,0.45635974,0.94969165,0.00000055,0.61335653,0.84079766,-0.04006060,0.67663693,0.64923668,-0.04203994,0.57320040,0.51728517,-0.04383630,0.42236865,0.54094791,-0.04787137,0.61590135,0.51931494,0.00419457,0.61182016,0.34394422,-0.01330326,0.59462702,0.23843500,-0.04191841,0.57703042,0.15068656,-0.06935663,0.51181304,0.50286031,-0.00827588,0.50474894,0.30684286,-0.01739157,0.49293891,0.18425182,-0.05040270,0.47476810,0.09105030,-0.08075758,0.42151588,0.52711910,-0.02828865,0.40369403,0.34070164,-0.04814491,0.39729896,0.22731072,-0.08722682,0.38464752,0.14219466,-0.11533998,0.33171397,0.58328074,-0.05383995,0.32325613,0.43328345,-0.07100585,0.32841814,0.34102505,-0.08720903,0.32998306,0.26981616,-0.10287885
B,B_sample_127.jpg,Right,0.45866194,0.94380349,0.00000049,0.58862960,0.86514288,-0.07014573,0.65734881,0.70142806,-0.09068760,0.57420111,0.57380259,-0.10402602,0.44839722,0.55772376,-0.11743245,0.60659885,0.51018304,-0.04995980,0.60591680,0.32632622,-0.08144141,0.58860236,0.21657886,-0.11446478,0.56854218,0.12305835,-0.14282328,0.50398105,0.48935959,-0.04881013,0.49438894,0.28871387,-0.07229119,0.48414305,0.16136947,-0.10687706,0.46842763,0.05770716,-0.13656430,0.41532749,0.51012045,-0.05550060,0.39189443,0.32764333,-0.07870010,0.38690746,0.21573032,-0.11363912,0.37451452,0.12386996,-0.14107250,0.32987660,0.56310230,-0.07001761,0.30608013,0.41940874,-0.09186374,0.30398935,0.32563680,-0.10922550,0.30220249,0.24359064,-0.12478999
B,B_sample_128.jpg,Right,0.51029825,0.88852978,0.00000031,0.61517704,0.79007226,-0.03681556,0.66119146,0.62249923,-0.04485881,0.60079122,0.48787186,-0.05251454,0.51958984,0.41922590,-0.06019248,0.63888597,0.47626063,-0.00737296,0.64263797,0.31188101,-0.03591271,0.63647300,0.21222076,-0.06736264,0.62866980,0.12602308,-0.09291147,0.56585759,0.45865032,-0.01828023,0.56707799,0.27783543,-0.03923934,0.57072890,0.16146943,-0.07087817,0.56913954,0.06599951,-0.09754542,0.49520743,0.47766781,-0.03676102,0.49529588,0.30290931,-0.06238158,0.50247407,0.19730443,-0.09509887,0.50254703,0.10994068,-0.11901569,0.42085618,0.52542889,-0.05993749,0.42437267,0.39382848,-0.08571258,0.43467134,0.30684966,-0.10482298,0.43864483,0.23127876,-0.12001956
B,B_sample_130.jpg,Right,0.44186184,0.90816450,0.00000013,0.59056050,0.84097403,-0.04541073,0.70048898,0.70475781,-0.04687648,0.69912767,0.55388689,-0.04580721,0.59632522,0.50469345,-0.04569348,0.59717774,0.49636754,0.02013384,0.59366900,0.34990454,0.00233283,0.57160389,0.26939899,-0.03312832,0.54822296,0.20100850,-0.06338234,0.50202966,0.47791123,0.01943658,0.49141014,0.31244409,0.01063633,0.48128682,0.21593502,-0.02680168,0.46922386,0.13347968,-0.06095164,0.42528754,0.49881899,0.00999477,0.40402347,0.34694609,-0.00325988,0.40409440,0.25857154,-0.03719908,0.40354919,0.18296793,-0.06608687,0.35133263,0.55244052,-0.00589534,0.33704472,0.43202236,-0.01787156,0.33993831,0.36076993,-0.03121619,0.34850281,0.29447365,-0.04573660
B,B_sample_132.jpg,Right,0.52543867,0.84199762,0.00000072,0.61113745,0.73664927,-0.04375317,0.62935603,0.59704250,-0.06007536,0.52005792,0.50670308,-0.07482723,0.40936500,0.50247610,-0.08962574,0.59223288,0.46453157,-0.01374004,0.58084816,0.30852562,-0.04100263,0.56229156,0.21650863,-0.07051842,0.54468036,0.13719669,-0.09377471,0.51676583,0.46137211,-0.01878963,0.50512373,0.30259547,-0.03737170,0.49339420,0.19572917,-0.06688546,0.48225439,0.10506803,-0.09193686,0.45446149,0.48551345,-0.03146705,0.43731236,0.33723634,-0.04939978,0.43333581,0.24393424,-0.07718905,0.42565644,0.16553149,-0.09810542,0.39845604,0.53159249,-0.04998560,0.38183486,0.41443038,-0.06277856,0.37863541,0.34113705,-0.07216994,0.37345362,0.27774799,-0.08137093
B,B_sample_133.jpg,Right,0.51088345,0.69310343,0.00000024,0.59217137,0.61990780,-0.02127428,0.63080585,0.50900906,-0.02305644,0.60577202,0.41451624,-0.02587447,0.54965538,0.36935666,-0.03017959,0.58817238,0.40221295,0.00248801,0.58307624,0.29211223,-0.01612393,0.57445431,0.22595233,-0.03910806,0.56413943,0.16568109,-0.05859936,0.53370839,0.39617655,-0.00680011,0.52763891,0.27839607,-0.02281327,0.52104944,0.20282060,-0.04693199,0.51120859,0.13728315,-0.06731917,0.48349330,0.41231355,-0.02096045,0.47120002,0.29700458,-0.04027666,0.46742374,0.22791067,-0.06143565,0.46095139,0.16814137,-0.07710632,0.43051219,0.44731688,-0.03806227,0.41969657,0.35145363,-0.05658893,0.42050916,0.29092824,-0.06843249,0.42106885,0.23650600,-0.07799816
B,B_sample_134.jpg,Right,0.53323805,0.77469236,0.00000054,0.59879482,0.71827966,-0.03466495,0.62588680,0.63359773,-0.04859398,0.56630909,0.56635344,-0.06023386,0.49252516,0.55210251,-0.07264414,0.62509418,0.52415830,-0.01945952,0.63184404,0.42181981,-0.03948070,0.62716907,0.35710913,-0.06096138,0.62119979,0.30246437,-0.07797349,0.56770003,0.50763679,-0.02168074,0.57284009,0.39491171,-0.03509489,0.57180727,0.32190853,-0.05511262,0.57094043,0.26358616,-0.07130949,0.51590508,0.51550901,-0.02881957,0.51410228,0.41105163,-0.04184742,0.51454425,0.34882233,-0.06005633,0.51516289,0.29580981,-0.07349044,0.46427518,0.54614735,-0.04018245,0.45860308,0.46889710,-0.04955741,0.45513329,0.42287281,-0.05425474,0.45288843,0.38276005,-0.05859210
B,B_sample_135.jpg,Right,0.57104295,0.84668833,0.00000042,0.63441449,0.78145409,-0.04513929,0.66143048,0.69071466,-0.05997949,0.58696169,0.63212872,-0.07019378,0.51335496,0.63649118,-0.08059765,0.59827101,0.58756596,-0.02545633,0.58012235,0.50088340,-0.04614361,0.55833310,0.45259535,-0.06881296,0.53464043,0.40968585,-0.08704301,0.52891868,0.58730084,-0.02229750,0.50498545,0.49385247,-0.03683065,0.48016065,0.43591458,-0.05919491,0.45444632,0.38535154,-0.07794195,0.47343713,0.60958129,-0.02445460,0.44610989,0.52464139,-0.03866481,0.43025237,0.47328666,-0.05779287,0.41185182,0.42917848,-0.07258151,0.42280662,0.65226573,-0.03151216,0.39772582,0.58209181,-0.04286291,0.38765955,0.53929472,-0.04926164,0.37757710,0.50106019,-0.05510823
B,B_sample_136.jpg,Right,0.39257205,0.93265980,0.00000031,0.50314653,0.85672724,-0.04792690,0.57129049,0.70123744,-0.05785657,0.53077024,0.56327689,-0.06587870,0.43292058,0.52160800,-0.07518663,0.52111351,0.54612476,-0.02162171,0.53552961,0.39338103,-0.05104761,0.52934027,0.30014965,-0.08558990,0.51785541,0.21873894,-0.11556014,0.44580561,0.52605712,-0.02932715,0.45095444,0.35271755,-0.05358763,0.45282978,0.23687699,-0.09320343,0.44727421,0.13953882,-0.12737718,0.37828219,0.54498297,-0.04432346,0.37660992,0.38231325,-0.07386127,0.37886202,0.27548730,-0.11808999,0.37310499,0.18811750,-0.15183978,0.30980963,0.59451079,-0.06486259,0.29859811,0.46996346,-0.09667972,0.29954076,0.38513488,-0.12577552,0.29751337,0.31152916,-0.14981380
B,B_sample_137.jpg,Right,0.45771793,0.82516569,0.00000041,0.57878816,0.73227751,-0.04078779,0.64023465,0.60589814,-0.05017180,0.54984415,0.49377453,-0.05939866,0.43249911,0.47064844,-0.06856176,0.59285873,0.47519919,0.01913522,0.59688210,0.34317005,-0.00229100,0.57788610,0.26977271,-0.03533619,0.55374980,0.20797881,-0.06233017,0.50210792,0.45783469,0.01533500,0.49783430,0.31454045,0.00279309,0.48206902,0.22685912,-0.03291360,0.46146363,0.15345317,-0.06470477,0.42359322,0.47224492,0.00234889,0.40930212,0.33799309,-0.01497431,0.39839485,0.25623578,-0.04973480,0.37862176,0.18710527,-0.07688965,0.34451246,0.51248032,-0.01606089,0.33661419,0.41089427,-0.02979034,0.33194935,0.34345257,-0.04406045,0.32336256,0.28073436,-0.05823528
B,B_sample_138.jpg,Right,0.47989079,0.91113591,0.00000079,0.59791178,0.80684233,-0.05012428,0.63210416,0.63503528,-0.06261026,0.55202067,0.50147331,-0.07156921,0.43756437,0.46686357,-0.08207711,0.61069864,0.49358767,-0.02971949,0.61870623,0.31230122,-0.05679541,0.61837089,0.19978383,-0.08732477,0.61448842,0.10020167,-0.11349966,0.52399111,0.47807729,-0.03420627,0.52826995,0.28881079,-0.05531250,0.53219545,0.16065484,-0.08898567,0.53127539,0.05236503,-0.11663412,0.44029859,0.50127172,-0.04478863,0.43703052,0.32394823,-0.06836376,0.44900662,0.20816869,-0.10378862,0.45066941,0.11341363,-0.12908341,0.35294747,0.55164284,-0.06075348,0.35091621,0.40931314,-0.08447778,0.36088461,0.31518582,-0.10120111,0.36734277,0.23654334,-0.11404216
B,B_sample_139.jpg,Right,0.50241625,0.83176500,0.00000013,0.59388810,0.72930241,-0.03224549,0.63145632,0.57388043,-0.03818720,0.56175768,0.45634496,-0.04517249,0.46068177,0.43102047,-0.05321144,0.60575533,0.44520515,0.00346413,0.60155499,0.30700409,-0.01893471,0.58234656,0.22360843,-0.04984399,0.56057227,0.15242240,-0.07729939,0.53373343,0.43569806,-0.00795926,0.51874673,0.27858019,-0.02485611,0.50370067,0.18150032,-0.05766505,0.48558679,0.09799960,-0.08814690,0.46769884,0.46133921,-0.02658243,0.44892448,0.31518322,-0.04898339,0.44012833,0.22188117,-0.08434735,0.42510104,0.14278436,-0.11270061,0.40487814,0.51462090,-0.04976962,0.38952178,0.40161371,-0.07014609,0.38552809,0.32376564,-0.08963005,0.37827802,0.25403956,-0.10857590
B,B_sample_14.jpg,Right,0.52493066,0.91532683,0.00000044,0.62651223,0.83539677,-0.03796807,0.67753565,0.70939052,-0.05445242,0.59494644,0.62451500,-0.06978193,0.48998642,0.64813393,-0.08860767,0.60917312,0.56681794,-0.03002887,0.59344965,0.43767869,-0.05876101,0.57413650,0.35789406,-0.08939736,0.55551875,0.29059470,-0.11521908,0.53163934,0.56360120,-0.04094343,0.51536793,0.41737452,-0.06383051,0.50087988,0.32093632,-0.09615918,0.48474154,0.24267715,-0.12377144,0.46975678,0.58954543,-0.05631350,0.44918838,0.45059556,-0.08029455,0.43839991,0.36305350,-0.11096813,0.42661589,0.29107276,-0.13383912,0.41087428,0.64015985,-0.07610629,0.39867106,0.53026235,-0.09548830,0.39594939,0.46095914,-0.10905430,0.39178687,0.40105805,-0.12150808
B,B_sample_141.jpg,Right,0.43783489,0.86217767,0.00000092,0.50248080,0.78862530,-0.08520174,0.51347244,0.67682886,-0.11346851,0.42656079,0.59669179,-0.12870039,0.32975918,0.58428514,-0.14201540,0.56152576,0.54184532,-0.05835359,0.55691177,0.39551008,-0.08693732,0.54478180,0.29809082,-0.11798228,0.53014797,0.21481994,-0.14161095,0.49157679,0.53295964,-0.03783365,0.48672143,0.38723445,-0.05555335,0.47754562,0.28340659,-0.08594070,0.46776488,0.20025960,-0.11021424,0.42899975,0.55148935,-0.02603258,0.42794126,0.43234324,-0.03991530,0.42721683,0.35097903,-0.06772497,0.42497453,0.27937278,-0.08817953,0.37044626,0.59147733,-0.02353597,0.37299192,0.50234151,-0.03098219,0.37880045,0.44350404,-0.03780108,0.38310194,0.39338869,-0.04476115
B,B_sample_142.jpg,Right,0.42898792,0.76049620,0.00000016,0.57047880,0.67007995,-0.01976994,0.63996500,0.51839900,-0.00377807,0.64178938,0.38761911,0.01068170,0.57887548,0.34901255,0.02418591,0.54865724,0.38701966,0.04590298,0.55036241,0.26078773,0.04461132,0.54712635,0.18812358,0.02603435,0.54267281,0.12217596,0.00777731,0.48601726,0.38044536,0.04216310,0.48904026,0.24348059,0.04764402,0.48889452,0.15832454,0.03035155,0.48187053,0.08766037,0.01267035,0.42840296,0.39800081,0.03106821,0.42703205,0.26794565,0.02936983,0.42996925,0.19115135,0.01131664,0.42794484,0.12968010,-0.00460605,0.36691988,0.43749976,0.01540527,0.35971189,0.33389392,0.01232031,0.36278081,0.27028355,0.00721754,0.36440954,0.21552613,0.00020086
B,B_sample_143.jpg,Right,0.50448668,0.89380878,0.00000039,0.60441995,0.81627393,-0.02579220,0.65662444,0.69855046,-0.02779759,0.62734842,0.59837204,-0.02869943,0.54961979,0.57750434,-0.03238211,0.57593006,0.58080524,-0.00548409,0.56711090,0.46310818,-0.02270092,0.55523431,0.38964021,-0.04524793,0.54118788,0.32792237,-0.06447597,0.51397711,0.57988334,-0.01334819,0.50287187,0.44743621,-0.02653784,0.49605802,0.36030179,-0.05167936,0.48581871,0.28868309,-0.07298756,0.45973992,0.60273999,-0.02535813,0.44073957,0.47526330,-0.04218268,0.43651110,0.39458838,-0.06874406,0.43144411,0.32857475,-0.08838932,0.40360036,0.64595938,-0.04026909,0.38705871,0.54208940,-0.05734042,0.38693517,0.47672826,-0.07042642,0.38793114,0.41936433,-0.08114149
B,B_sample_145.jpg,Right,0.58543032,0.90400541,0.00000064,0.69809306,0.80194199,-0.07244743,0.75467390,0.63381857,-0.09232810,0.67439562,0.50200206,-0.10592610,0.54259461,0.48332766,-0.11926378,0.71026272,0.46754828,-0.01794818,0.69074535,0.29938513,-0.04689660,0.66098386,0.19610775,-0.08752612,0.63051027,0.10573313,-0.12304450,0.61710501,0.46064183,-0.01504409,0.58930844,0.28495583,-0.03780198,0.56196237,0.16563147,-0.08604392,0.53106552,0.06515396,-0.12768309,0.53595829,0.49036387,-0.02289575,0.50126362,0.32651323,-0.05182388,0.47778040,0.21601310,-0.10362905,0.44824785,0.12595820,-0.14252710,0.45907044,0.54778397,-0.03869238,0.43661600,0.41400284,-0.06495327,0.42652729,0.32448936,-0.09342101,0.41290653,0.24851680,-0.11835832
B,B_sample_149.jpg,Right,0.52650768,0.78206277,0.00000020,0.62743914,0.69753790,-0.02217430,0.68149877,0.57437712,-0.02326558,0.63619661,0.48567331,-0.02674980,0.55323619,0.47942495,-0.03311839,0.60889274,0.43563634,0.01013220,0.60102063,0.32024655,-0.00937822,0.59181911,0.24954946,-0.03624206,0.58086854,0.18541107,-0.05988083,0.55083519,0.43450755,-0.00324902,0.54445696,0.30219331,-0.02030115,0.53838301,0.21271327,-0.05120349,0.52647763,0.13452777,-0.07838446,0.50002694,0.45705587,-0.02232394,0.49129403,0.33078969,-0.04369974,0.48734346,0.25041938,-0.07500681,0.47963038,0.17968076,-0.09920609,0.44837022,0.49953488,-0.04486505,0.43847197,0.40392122,-0.06486125,0.43805766,0.33962429,-0.08181082,0.43618831,0.27761090,-0.09743325
B,B_sample_15.jpg,Right,0.51170027,0.94072944,0.00000046,0.60543925,0.86661732,-0.05862507,0.66485858,0.76302761,-0.08626401,0.62079108,0.68097645,-0.11130801,0.54505551,0.63667476,-0.13887769,0.60140806,0.58190411,-0.04732245,0.59659392,0.45586261,-0.08946044,0.58959204,0.38075730,-0.13027641,0.58465600,0.30896172,-0.16283025,0.52727342,0.57189661,-0.05349717,0.51810664,0.42924920,-0.09144618,0.50927186,0.33646309,-0.13483952,0.50382131,0.25294471,-0.17014033,0.45831069,0.59399784,-0.06748121,0.44080651,0.45252430,-0.10873406,0.42764539,0.35965884,-0.14907239,0.41676047,0.27900785,-0.17764938,0.38806492,0.64198101,-0.08715148,0.37465554,0.52610427,-0.12493540,0.36700159,0.44984859,-0.15037695,0.35947496,0.37973574,-0.16957475
B,B_sample_150.jpg,Right,0.39601427,0.91227412,0.00000041,0.52662605,0.82152283,-0.04447682,0.59397274,0.65880644,-0.05549084,0.52645421,0.52821004,-0.06548350,0.40059948,0.50118053,-0.07720329,0.56741726,0.51869959,-0.01623829,0.57015967,0.34400797,-0.04775492,0.55464572,0.23518515,-0.08399668,0.53152233,0.14250347,-0.11278407,0.47948718,0.49924374,-0.02439766,0.47946718,0.31377095,-0.04855717,0.46663186,0.18784660,-0.08558896,0.44722652,0.08605874,-0.11574655,0.39659801,0.51223171,-0.03991462,0.38770065,0.33547473,-0.06505153,0.38206804,0.22071537,-0.10029047,0.36871588,0.13014999,-0.12524678,0.30884230,0.54877025,-0.06109517,0.30677485,0.39969048,-0.08230489,0.30807015,0.30274659,-0.09820184,0.30465966,0.22250283,-0.11129277
B,B_sample_151.jpg,Right,0.49705809,0.86287367,0.00000044,0.59881783,0.74511051,-0.02490430,0.62055707,0.60400766,-0.02388809,0.52943361,0.49990311,-0.02620391,0.42664924,0.48956406,-0.02932458,0.58202803,0.50203949,0.03843129,0.57956451,0.37668014,0.02840162,0.56620252,0.30069804,0.00344990,0.55220950,0.23114079,-0.02090883,0.50259012,0.49220195,0.02695982,0.49573421,0.35681707,0.01957284,0.48774350,0.26671085,-0.01193442,0.48004904,0.18786186,-0.04085540,0.43347895,0.51301324,0.00720532,0.41500440,0.37860066,-0.00809676,0.41186082,0.29027921,-0.04244621,0.40548539,0.21537203,-0.06883555,0.36676353,0.56057119,-0.01684541,0.34639519,0.45223853,-0.03057232,0.34641686,0.37851438,-0.04637533,0.34913075,0.31233615,-0.06180732
B,B_sample_152.jpg,Right,0.47374371,0.89906132,0.00000049,0.56042266,0.83484876,-0.09567205,0.59016025,0.70397061,-0.14191456,0.49512899,0.58603668,-0.17581931,0.38861841,0.53320032,-0.20952016,0.60619974,0.50663453,-0.09564457,0.59800059,0.32645747,-0.14886895,0.57864624,0.21554440,-0.19812709,0.55860251,0.11911234,-0.23597349,0.52287960,0.47602388,-0.08561904,0.51359570,0.28262773,-0.12443621,0.49826056,0.16083527,-0.16829208,0.48347658,0.05933851,-0.20464961,0.44597417,0.48410454,-0.08491993,0.43873546,0.30942371,-0.11954960,0.43099451,0.20529598,-0.15672079,0.41973281,0.11623356,-0.18499810,0.37025905,0.52722901,-0.09377862,0.36322838,0.39193469,-0.12269254,0.36427218,0.30892676,-0.14125779,0.36421764,0.23611340,-0.15661868
B,B_sample_154.jpg,Right,0.51325423,0.91889179,0.00000089,0.62362897,0.83730292,-0.06793200,0.67117155,0.70859981,-0.09872979,0.59169734,0.59550774,-0.12234783,0.48874825,0.55733961,-0.14757603,0.63273227,0.52449501,-0.05905113,0.63056272,0.35581613,-0.09931988,0.61763203,0.24804941,-0.13916557,0.59940737,0.15629587,-0.17092121,0.53762066,0.50740027,-0.06005856,0.52982122,0.32795340,-0.09195133,0.51954615,0.21128273,-0.13171369,0.50733393,0.11348847,-0.16307448,0.45452601,0.53119844,-0.06828997,0.44552231,0.36285684,-0.09986949,0.44027698,0.25588849,-0.13502347,0.43268231,0.16445157,-0.15935679,0.37190074,0.59002227,-0.08304340,0.36144820,0.45467386,-0.11395201,0.35951909,0.36718455,-0.13148908,0.35750183,0.28898060,-0.14308371
B,B_sample_155.jpg,Right,0.35590303,0.78720927,0.00000049,0.40210474,0.73635155,-0.09512606,0.41969180,0.63656723,-0.13505378,0.38307542,0.53748721,-0.16082940,0.33862460,0.46522260,-0.18404788,0.49878055,0.50276083,-0.08214628,0.50121582,0.36352235,-0.12691826,0.48462611,0.27139917,-0.16935919,0.46215180,0.19544268,-0.20042494,0.43122116,0.47764310,-0.06165982,0.42672330,0.32590282,-0.09776939,0.40822768,0.22663987,-0.13935499,0.39054030,0.14444560,-0.17113514,0.36703476,0.47904471,-0.05047794,0.35953701,0.34452075,-0.08372496,0.34658635,0.25986943,-0.11998814,0.33336753,0.18608248,-0.14569844,0.30784369,0.50846225,-0.04790362,0.30022693,0.40160197,-0.07776795,0.29439473,0.33565995,-0.09835364,0.29039371,0.27746969,-0.11311890
B,B_sample_156.jpg,Right,0.44600803,0.91089994,0.00000031,0.58276391,0.84615707,-0.05228412,0.68690401,0.71063888,-0.05792955,0.67196250,0.56657338,-0.05897081,0.56632465,0.52818030,-0.05967283,0.58732313,0.50652027,0.00567287,0.58081365,0.36233270,-0.01230725,0.56315088,0.27976543,-0.04468309,0.54445386,0.21096167,-0.07314529,0.49912104,0.49114627,0.00827242,0.48492247,0.33405122,-0.00350597,0.47591874,0.23760548,-0.03792347,0.46253034,0.15686521,-0.06820416,0.42735267,0.51040798,0.00224215,0.40713733,0.36478621,-0.01343611,0.40772900,0.27754527,-0.04415686,0.40592837,0.20195612,-0.06941318,0.35554743,0.56006688,-0.01064074,0.34353873,0.44714946,-0.02666006,0.34960669,0.37623590,-0.04146384,0.35864875,0.30924147,-0.05546082
B,B_sample_157.jpg,Right,0.37549648,0.84600806,0.00000090,0.48921895,0.77362186,-0.09285954,0.53095305,0.64193445,-0.11822221,0.46270955,0.51578015,-0.13149746,0.37765867,0.45897111,-0.14104712,0.59248632,0.49599421,-0.03200288,0.62598002,0.33185923,-0.05906471,0.63231403,0.23219423,-0.09278864,0.63422883,0.14605761,-0.11930636,0.50758320,0.46360260,-0.01047155,0.54070699,0.29801020,-0.02910991,0.55331063,0.18903199,-0.06372263,0.56735969,0.09547538,-0.09056994,0.42206711,0.46459821,-0.00174828,0.45689148,0.31027079,-0.02221136,0.47867233,0.21860397,-0.05528990,0.49974295,0.13869271,-0.07816637,0.33504212,0.49127150,-0.00302099,0.36227947,0.36905971,-0.01991935,0.38467294,0.29917532,-0.03284932,0.41117516,0.23749658,-0.04282136
